,dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url,Unnamed: 0
208,71.8 x 151 x 7.9 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",168 g,"8 GB, 2133 MHz",256 GB,"6.3 in, Dynamic AMOLED, 1080 x 2280 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/76c0518f,450.0
209,71.8 x 151 x 7.9 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",168 g,"8 GB, 2133 MHz",256 GB,"6.3 in, Dynamic AMOLED, 1080 x 2280 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/76c0518f,451.0
210,71.8 x 151 x 7.9 mm,"2x 2.73 GHz Exynos M4 Cheetah, 2x 2.4 GHz Cortex-A75, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP12, 754 MHz,",168 g,"8 GB, 2093 MHz",256 GB,"6.3 in, Dynamic AMOLED, 1080 x 2280 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/88085190,452.0
211,71.8 x 151.9 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",167 g,"6 GB, 2133 MHz",128 GB,"6.1 in, OLED, 1440 x 3120 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/9b394f59,373.0
212,71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8d2643f9,358.0
213,71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8d2643f9,359.0
214,71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8d2643f9,360.0
215,71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8d2643f9,364.0
216,71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8d2643f9,365.0
217,71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/da33417d,361.0
218,71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/da33417d,362.0
219,71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/da33417d,363.0
220,71.9 x 151 x 7.6 mm,"4x 2.36 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-T830 MP2,",149 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.65 in, IPS, 1080 x 2160 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/30aa477b,129.0
221,71.9 x 153.2 x 7.9 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",162 g,"6 GB, 1866 MHz",128 GB,"6.1 in, RGBW IPS, 1440 x 3120 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/68614be5,367.0
222,71.9 x 153.2 x 7.9 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",162 g,"6 GB, 1866 MHz",128 GB,"6.1 in, RGBW IPS, 1440 x 3120 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/68614be5,368.0
223,71.9 x 153.2 x 7.9 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",162 g,"6 GB, 1866 MHz",128 GB,"6.1 in, RGBW IPS, 1440 x 3120 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/68614be5,369.0
224,71.9 x 153.2 x 7.9 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",162 g,"6 GB, 1866 MHz",128 GB,"6.1 in, RGBW IPS, 1440 x 3120 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/68614be5,370.0
225,72 x 146 x 10 mm,"4x 1.3 GHz ARM cortex-A7,","ARM Mali-400 MP1, 500 MHz,",143 g,"2 GB, 533 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/26634e97,161.0
226,72 x 167 x 8.2 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",191 g,"6 GB, 2133 MHz",128 GB,"6.5 in, P-OLED, 1644 x 3840 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ae694f2a,
227,72 x 94 x 14 mm,"2x 2.2 GHz Cortex-A75, 6x 1.7 GHz Cortex-A55 (Kryo 360),","Qualcomm Adreno 616, 504 MHz",205 g,"6 GB, 1866 MHz",128 GB,"6.2 in, pOLED, 876 x 2142 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.0, USB Type-C",5.0,"2510 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7129527f,
228,72 x 94 x 14 mm,"2x 2.2 GHz Cortex-A75, 6x 1.7 GHz Cortex-A55 (Kryo 360),","Qualcomm Adreno 616, 504 MHz",205 g,"6 GB, 1866 MHz",128 GB,"6.2 in, pOLED, 876 x 2142 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.0, USB Type-C",5.0,"2510 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7129527f,
229,72.1 x 143.4 x 8.9 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T720 MP1, 700 MHz,",154 g,"1 GB, 933 MHz",16 GB,"5 in, TFT, 540 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"2600 mAh, Li-Ion",https://www.devicespecifications.com/en/model/e1ed538c,408.0
230,72.1 x 143.4 x 8.9 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T720 MP1, 700 MHz,",154 g,"1 GB, 933 MHz",16 GB,"5 in, TFT, 540 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"2600 mAh, Li-Ion",https://www.devicespecifications.com/en/model/e1ed538c,409.0
231,72.1 x 147 x 8.5 mm,"4x 1.5 GHz ARM Cortex-A7,","IMG PowerVR SGX544 MP, 357 MHz,",165 g,"2 GB, 533 MHz",32 GB,"5 in, IPS, 1080 x 1920 pixels, 24 bit","4128 x 3096 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/e0642f93,
232,72.2 x 155.4 x 9.1 mm,"4x 1.4 GHz ARM Cortex-A53,","Qualcomm Adreno 308, 650 MHz",180 g,"2 GB, 3 GB, 667 MHz","16 GB, 32 GB","5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/08a34984,
233,72.3 x 144 x 10 mm,"4x 1.3 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",162 g,"1 GB, 2 GB, 640 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0d2c4342,
234,72.3 x 144.7 x 9.3 mm,"4x 1.3 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",151 g,"2 GB, 640 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"2800 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bfb743de,
235,72.3 x 157.8 x 8.6 mm,"2x 2.6 GHz Cortex-A76, 2x 1.92 GHz Cortex-A76, 4x 1.8 GHz Cortex-A55","ARM Mali-G76 MP10, 720 MHz,",189 g,"8 GB, 2133 MHz",256 GB,"6.39 in, OLED, 1440 x 3120 pixels, 24 bit","7296 x 5472 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.0, USB Type-C",5.0,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ecde4d4d,
236,72.5 x 145 x 8.4 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",157 g,"1 GB, 533 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/939b492b,
237,72.5 x 149.3 x 9.4 mm,"8x 2.0 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",180 g,"3 GB, 933 MHz",32 GB,"4.5 in, IPS, 1080 x 1620 pixels, 24 bit","4048 x 3036 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3505 mAh, Li-Ion",https://www.devicespecifications.com/en/model/31b441a2,560.0
238,72.5 x 152 x 8 mm,"2x 2.0 GHz ARM Cortex-A73, 4x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP1, 1200 MHz,",160 g,"3 GB, 933 MHz","32 GB, 64 GB","5.7 in, IPS, 720 x 1440 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/e5e9481c,580.0
239,72.5 x 154 x 8.4 mm,"4x 2.2 GHz Cortex-A73, 4x 1.84 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 512, 647 MHz",166 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","5.99 in, AMOLED, 1080 x 2160 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"3550 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/47a3481a,
240,72.5 x 159.6 x 7.6 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",172 g,"8 GB, 12 GB, 2133 MHz","128 GB, 256 GB","6.5 in, AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3830 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/914b53b4,
241,72.6 x 143.9 x 9.2 mm,"4x 1.3 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",160 g,"2 GB, 640 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"2000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/cbac4568,310.0
242,72.6 x 147 x 7.9 mm,"2x 1.8 GHz ARM Cortex-A57, 4x 1.44 GHz ARM Cortex-A53,","Qualcomm Adreno 418, 600 MHz",136 g,"2 GB, 933 MHz","16 GB, 32 GB","5.2 in, IPS, 1080 x 1920 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"2700 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d23f3709,545.0
243,72.6 x 147 x 7.9 mm,"2x 1.8 GHz ARM Cortex-A57, 4x 1.44 GHz ARM Cortex-A53,","Qualcomm Adreno 418, 600 MHz",136 g,"2 GB, 933 MHz","16 GB, 32 GB","5.2 in, IPS, 1080 x 1920 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"2700 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d23f3709,546.0
244,72.6 x 150.9 x 7.7 mm,"2x 2.15 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 624 MHz",157 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.5 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3600 mAh, Li-Ion",https://www.devicespecifications.com/en/model/55163a4b,380.0
245,72.6 x 156.7 x 8 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",155 g,"2 GB, 1600 MHz",32 GB,"6.09 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/b54b5285,263.0
246,72.6 x 156.7 x 8 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",155 g,"2 GB, 1600 MHz",32 GB,"6.09 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/b54b5285,264.0
247,72.6 x 156.7 x 8 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",155 g,"2 GB, 1600 MHz",32 GB,"6.09 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/b54b5285,265.0
248,72.6 x 156.7 x 8 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",155 g,"2 GB, 1600 MHz",32 GB,"6.09 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/b54b5285,266.0
249,72.6 x 156.7 x 8 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",155 g,"2 GB, 1600 MHz",32 GB,"6.09 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/b54b5285,267.0
250,72.6 x 156.7 x 8 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",155 g,"2 GB, 1600 MHz",32 GB,"6.09 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/b54b5285,268.0
251,72.6 x 158.2 x 8.95 mm,"2x 2.86 GHz Cortex-A76, 2x 2.36 GHz Cortex-A76, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP16, 600 MHz,",209 g,"8 GB, 2133 MHz","128 GB, 256 GB","6.58 in, OLED, 1200 x 2640 pixels, 24 bit","50 MP, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.1, USB Type-C",5.1,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6aae5334,
252,72.6 x 158.2 x 8.95 mm,"2x 2.86 GHz Cortex-A76, 2x 2.36 GHz Cortex-A76, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP16, 600 MHz,",209 g,"8 GB, 2133 MHz","128 GB, 256 GB","6.58 in, OLED, 1200 x 2640 pixels, 24 bit","50 MP, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.1, USB Type-C",5.1,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6aae5334,
253,72.6 x 158.2 x 8.95 mm,"2x 2.86 GHz Cortex-A76, 2x 2.36 GHz Cortex-A76, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP16, 600 MHz,",209 g,"8 GB, 2133 MHz","128 GB, 256 GB","6.58 in, OLED, 1200 x 2640 pixels, 24 bit","50 MP, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.1, USB Type-C",5.1,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6aae5334,
254,72.7 x 147.5 x 8.1 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",159 g,"4 GB, 933 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4096 x 3072 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"3100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a5f84e2f,581.0
255,72.7 x 152.9 x 7.4 mm,"4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G51 MP4, 1000 MHz,",159 g,6 GB,256 GB,"6.15 in, IPS, 1080 x 2312 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3340 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/aff652b4,
256,72.7 x 152.9 x 7.4 mm,"4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G51 MP4, 1000 MHz,",159 g,6 GB,256 GB,"6.15 in, IPS, 1080 x 2312 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3340 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/aff652b4,
257,72.7 x 155 x 8.95 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",164 g,"2 GB, 3 GB, 1600 MHz","32 GB, 64 GB","6.09 in, IPS, 720 x 1560 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/f4ec5284,269.0
258,72.7 x 155 x 8.95 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",164 g,"2 GB, 3 GB, 1600 MHz","32 GB, 64 GB","6.09 in, IPS, 720 x 1560 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/f4ec5284,270.0
259,72.7 x 155 x 8.95 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",164 g,"2 GB, 3 GB, 1600 MHz","32 GB, 64 GB","6.09 in, IPS, 720 x 1560 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/f4ec5284,271.0
